ADDRESS_LA,X,Y
2123 LAFAYETTE ST,3675254.449,531348.2131
1791 CYPRESS ST,3676229.945,530480.342
1800 TULANE AVE,3677244.175,532136.9213
1905 GRAVIER ST,3676956.661,531908.4178
1909 GRAVIER ST,3676929.841,531920.0394
1913 GRAVIER ST,3676905.704,531930.7665
1921 GRAVIER ST,3676850.278,531956.692
1925 GRAVIER ST,3676819.883,531968.3144
1923 GRAVIER ST,3676793.063,531980.8299
1904 TULANE AVE,3677041.588,532225.7798
1910 TULANE AVE,3676962.919,532246.3412
1924 TULANE AVE,3676886.931,532278.5237
520 S GALVEZ ST,3675847.365,532187.7353
509 S JOHNSON ST,3676061.693,532178.6921
601 S GALVEZ ST,3675077.877,532091.9854
2126 PERDIDO ST,3675624.838,531851.7255
2120 PERDIDO ST,3675666.622,531850.1265
1900 GRAVIER ST,3676861.216,531813.4623
401 S CLAIBORNE AVE,3677317.247,531602.8464
2123 POYDRAS ST,3675539.513,531587.1189
2059 POYDRAS ST,3675771.108,531493.814
1900 PERDIDO ST,3676823.497,531279.3164
501 S CLAIBORNE AVE,3677014.184,531213.872
1925 POYDRAS ST,3676562.926,531059.9874
1901 POYDRAS ST,3676746.555,530971.7362
537 S CLAIBORNE AVE,3676848.609,530958.0142
717 S CLAIBORNE AVE,3676378.839,530342.4638
1793 JULIA ST,3676079.99,530266.1192
1902 POYDRAS ST,3676687.647,530729.2781
1906 POYDRAS ST,3676656.616,530749.1374
1912 POYDRAS ST,3676630.549,530750.3784
1916 POYDRAS ST,3676579.659,530748.5174
1928 POYDRAS ST,3676503.324,530756.5853
1917 LAFAYETTE ST,3676460.502,530531.3024
623 S CLAIBORNE AVE,3676587.106,530597.7073
718 BOLIVAR ST,3676461.743,530721.8311
2000 PERDIDO ST,3676272.897,531583.4484
2016 PERDIDO ST,3676106.852,531629.2341
2024 PERDIDO ST,3676072.651,531650.1974
2028 PERDIDO ST,3676023.478,531685.653
2036 PERDIDO ST,3675979.975,531707.5681
2040 PERDIDO ST,3675939.153,531728.5302
512 S ROMAN ST,3677008.449,531698.3293
518 S ROMAN ST,3676997.973,531651.1796
538 S ROMAN ST,3676956.662,531484.6014
530 S ROMAN ST,3676973.36,531542.0648
1807 PERDIDO ST,3677053.417,531370.1656
1811 PERDIDO ST,3677033.771,531360.834
1813 PERDIDO ST,3677008.231,531348.0646
539 S DERBIGNY ST,3677080.03,531391.5148
523 S DERBIGNY ST,3677133.749,531501.2545
1804 GRAVIER ST,3677183.193,531668.0911
1808 GRAVIER ST,3677153.846,531677.3147
1816 GRAVIER ST,3677114.437,531705.8235
1820 GRAVIER ST,3677080.059,531724.2696
1824 GRAVIER ST,3677050.712,531735.171
1828 GRAVIER ST,3677023.881,531747.7481
767 S PRIEUR ST,3675431.093,530784.6881
2001 POYDRAS ST,3676191.894,531217.7524
2012 POYDRAS ST,3676017.4,531107.3167
2018 POYDRAS ST,3675960.977,531135.2435
2028 POYDRAS ST,3675905.123,531164.3113
2036 POYDRAS ST,3675846.42,531191.0981
2062 POYDRAS ST,3675650.505,531302.3064
2064 POYDRAS ST,3675589.379,531339.0678
2010 S PRIEUR ST,3675776.522,531098.782
2800 TULANE AVE,3673713.54,533983.5732
3918 GRAVIER ST,3669870.862,535383.7029
3930 GRAVIER ST,3669668.089,535488.3902
3800 TULANE AVE,3670338.577,535619.8323
745 S GENOIS ST,3670907.484,535033.3825
721 S CLARK ST,3671291.915,535056.7621
729 S CLARK ST,3671250.116,535009.4078
3522 TULANE AVE,3671230.67,535202.9688
732 S GENOIS ST,3671061.251,535053.829
746 S GENOIS ST,3670977.604,534971.4695
3501 GRAVIER ST,3671172.201,534890.1803
420 N MIRO ST,3677574.971,535130.2958
426 N MIRO ST,3677595.496,535157.8507
432 N MIRO ST,3677615.039,535183.8981
314 N D'ORGENOIS ST,3676401.578,535497.0606
310 N TONTI ST,3677024.261,534997.7555
327 N ROCHEBLAVE ST,3676728.863,535375.3905
116 N MIRO ST,3676911.79,534208.8303
117 N MIRO ST,3676752.906,534325.1297
120 N MIRO ST,3676937.522,534242.6926
123 N MIRO ST,3676789.345,534373.4424
129 N MIRO ST,3676820.89,534381.4801
214 N MIRO ST,3677065.493,534490.9438
216 N MIRO ST,3677122.111,534486.7731
217 N MIRO ST,3676966.458,534601.9672
218 N MIRO ST,3677138.277,534508.2425
314 N MIRO ST,3677347.105,534781.6261
315 N MIRO ST,3677206.042,534915.496
318 N MIRO ST,3677363.694,534803.4026
322 N MIRO ST,3677380.141,534825.1824
134 N CARROLLTON AVE,3671470.589,538505.1525
140 N CARROLLTON AVE,3671491.391,538534.0177
200 N CARROLLTON AVE,3671549.81,538602.259
206 N CARROLLTON AVE,3671577.04,538622.3755
208 N CARROLLTON AVE,3671560.411,538660.9289
214 N CARROLLTON AVE,3671609.952,538665.3564
216 N CARROLLTON AVE,3671640.777,538679.3393
220 N CARROLLTON AVE,3671647.502,538712.3183
224 N CARROLLTON AVE,3671676.604,538749.5143
320 N CARROLLTON AVE,3671922.023,538967.8787
400 N CARROLLTON AVE,3672315.027,539084.3681
500 N CARROLLTON AVE,3672520.299,539325.125
600 N CARROLLTON AVE,3672465.916,539621.1862
606 N CARROLLTON AVE,3672492.984,539654.8529
614 N CARROLLTON AVE,3672535.605,539694.9799
618 N CARROLLTON AVE,3672561.535,539717.7227
630 N CARROLLTON AVE,3672599.66,539798.3364
636 N CARROLLTON AVE,3672614.981,539828.9819
644 N CARROLLTON AVE,3672675.05,539850.7113
702 N CARROLLTON AVE,3672713.983,539894.4714
710 N CARROLLTON AVE,3672751.352,539934.895
117 N CLARK ST,3672959.826,537202.0625
123 N CLARK ST,3672989.625,537240.5364
125 N CLARK ST,3673001.841,537259.0588
129 N CLARK ST,3673019.993,537284.3167
133 N CLARK ST,3673043.806,537306.3873
137 N CLARK ST,3673061.812,537339.4954
216 N CLARK ST,3673291.753,537416.5728
219 N CLARK ST,3673137.949,537518.5879
221 N CLARK ST,3673198.076,537514.1534
228 N CLARK ST,3673300.158,537504.2059
118 N CORTEZ ST,3672293.002,537736.8892
120 N CORTEZ ST,3672284.199,537772.5482
123 N CORTEZ ST,3672192.522,537874.3118
124 N CORTEZ ST,3672326.719,537787.2467
127 N CORTEZ ST,3672213.499,537902.0136
131 N CORTEZ ST,3672256.393,537908.5207
132 N CORTEZ ST,3672349.618,537818.1637
138 N CORTEZ ST,3672378.643,537856.0241
213 N CORTEZ ST,3672367.997,538107.1776
216 N CORTEZ ST,3672441.425,538019.7914
220 N CORTEZ ST,3672509.125,538017.1458
225 N CORTEZ ST,3672465.58,538163.1712
500 N CORTEZ ST,3673162.254,538758.0855
501 N CORTEZ ST,3672879.997,538972.6069
540 N CORTEZ ST,3673245.676,538862.847
310 N DUPRÉ ST,3675208.846,536376.1246
312 N DUPRÉ ST,3675272.024,536368.7075
319 N DUPRÉ ST,3675184.722,536486.1945
320 N DUPRÉ ST,3675301.165,536406.7807
339 N DUPRÉ ST,3675240.05,536547.8295
413 N DUPRÉ ST,3675367.277,536708.8799
415 N DUPRÉ ST,3675383.513,536734.8579
639 N DUPRÉ ST,3675721.848,537295.1685
4412 S CARROLLTON AVE,3670186.544,537179.7967
323 N MIRO ST,3677253.899,534933.0324
327 N MIRO ST,3677285.505,534941.23
412 N MIRO ST,3677565.002,535063.323
413 N MIRO ST,3677430.149,535151.7201
416 N MIRO ST,3677581.94,535085.6195
417 N MIRO ST,3677448.169,535175.5192
217 N PRIEUR ST,3677800.924,533987.3277
221 N PRIEUR ST,3677853.547,533979.0194
316 N PRIEUR ST,3678185.241,534141.2513
318 N PRIEUR ST,3678205.366,534167.9392
324 N PRIEUR ST,3678218.58,534206.9143
328 N PRIEUR ST,3678202.605,534244.3613
433 N PRIEUR ST,3678374.703,534614.6854
121 N ROCHEBLAVE ST,3676202.147,534768.4138
201 N ROCHEBLAVE ST,3676353.752,534945.76
207 N ROCHEBLAVE ST,3676383.739,534989.8532
213 N ROCHEBLAVE ST,3676430.881,534994.6014
216 N ROCHEBLAVE ST,3676562.065,534901.1546
220 N ROCHEBLAVE ST,3676587.41,534931.3034
314 N ROCHEBLAVE ST,3676779.572,535215.7464
326 N ROCHEBLAVE ST,3676820.724,535271.5
328 N ROCHEBLAVE ST,3676845.136,535302.8759
334 N ROCHEBLAVE ST,3676853.628,535360.4118
409 N ROCHEBLAVE ST,3676873.538,535544.257
120 N ROMAN ST,3678026.323,533354.8425
122 N ROMAN ST,3678055.204,533376.4111
124 N ROMAN ST,3678070.289,533396.3324
127 N ROMAN ST,3677965.045,533517.6879
128 N ROMAN ST,3678051.232,533447.3776
207 N ROMAN ST,3678079.359,533695.0596
211 N ROMAN ST,3678097.4,533718.8329
215 N ROMAN ST,3678096.687,533753.6352
219 N ROMAN ST,3678117.011,533769.7277
222 N ROMAN ST,3678229.275,533715.7108
225 N ROMAN ST,3678183.852,533803.8
312 N ROMAN ST,3678411.571,533935.5074
314 N ROMAN ST,3678465.962,533924.4485
315 N ROMAN ST,3678305.623,534050.2849
318 N ROMAN ST,3678481.342,533944.2873
319 N ROMAN ST,3678325.939,534076.8133
320 N ROMAN ST,3678495.829,533964.5583
323 N ROMAN ST,3678346.051,534103.3236
324 N ROMAN ST,3678510.878,533984.3143
414 N ROMAN ST,3678732.439,534275.0937
419 N ROMAN ST,3678509.621,534319.5412
656 N BROAD ST,3676696.891,536756.3552
116 N TONTI ST,3676635.281,534413.8508
120 N TONTI ST,3676653.559,534438.1368
124 N TONTI ST,3676671.835,534462.2985
128 N TONTI ST,3676641.624,534523.1534
212 N TONTI ST,3676793.08,534702.4731
214 N TONTI ST,3676829.389,534705.6121
215 N TONTI ST,3676697.553,534807.3769
219 N TONTI ST,3676708.911,534839.58
222 N TONTI ST,3676831.964,534776.7335
315 N TONTI ST,3676942.983,535074.7173
318 N TONTI ST,3677079.7,534994.6707
322 N TONTI ST,3677117.35,535043.2262
326 N TONTI ST,3677098.155,535096.5176
329 N TONTI ST,3677000.892,535148.0414
333 N TONTI ST,3677022.042,535204.1166
337 N TONTI ST,3677041.25,535229.9015
408 N TONTI ST,3677257.987,535283.5513
414 N TONTI ST,3677275.233,535306.6755
416 N TONTI ST,3677292.546,535329.7738
700 N BROAD ST,3676772.221,536911.5205
124 N BROAD ST,3675566.767,535289.8395
134 N BROAD ST,3675633.5,535309.0328
138 N BROAD ST,3675668.938,535356.2841
230 N BROAD ST,3675822.333,535572.7265
300 N BROAD ST,3676178.532,535718.6058
400 N BROAD ST,3676173.604,536041.3238
426 N BROAD ST,3676195.848,536098.3176
442 N BROAD ST,3676271.481,536173.3408
600 N BROAD ST,3676514.683,536431.0511
616 N BROAD ST,3676542.423,536551.1928
215 N CLAIBORNE AVE,3678671.976,533325.477
217 N CLAIBORNE AVE,3678701.448,533415.8611
301 N CLAIBORNE AVE,3678797.747,533649.3002
419 N CLAIBORNE AVE,3679074.179,533949.3455
110 N JOHNSON ST,3677404.804,533758.5072
117 N JOHNSON ST,3677324.474,533889.6003
119 N JOHNSON ST,3677341.375,533912.4128
123 N JOHNSON ST,3677358.802,533935.0895
127 N JOHNSON ST,3677406.518,533937.4705
209 N JOHNSON ST,3677551.777,534113.3983
210 N JOHNSON ST,3677619.509,534072.3878
125 N DERBIGNY ST,3678192.513,533304.0954
221 N DERBIGNY ST,3678373.706,533555.4191
315 N DERBIGNY ST,3678610.708,533817.2735
319 N DERBIGNY ST,3678578.535,533870.3086
321 N DERBIGNY ST,3678637.736,533853.2749
327 N DERBIGNY ST,3678629.151,533894.8402
329 N DERBIGNY ST,3678688.268,533895.3258
410 N DERBIGNY ST,3678931.526,534034.5229
416 N DERBIGNY ST,3678975.174,534009.8088
418 N DERBIGNY ST,3678980.158,534036.9089
433 N DERBIGNY ST,3678849.116,534186.9234
122 N D'ORGENOIS ST,3676037.227,534921.5225
125 N D'ORGENOIS ST,3675942.125,535018.0241
140 N D'ORGENOIS ST,3676043.223,535029.8363
211 N D'ORGENOIS ST,3676076.002,535243.5961
214 N D'ORGENOIS ST,3676173.239,535172.4697
216 N D'ORGENOIS ST,3676210.093,535175.8744
221 N D'ORGENOIS ST,3676125.838,535284.518
320 N D'ORGENOIS ST,3676423.151,535540.1408
425 N D'ORGENOIS ST,3676480.69,535892.3867
429 N D'ORGENOIS ST,3676499.347,535916.6259
621 N D'ORGENOIS ST,3676885.252,536309.1054
625 N D'ORGENOIS ST,3676893.72,536360.4533
312 N GALVEZ ST,3677611.745,534564.2828
316 N GALVEZ ST,3677661.227,534568.4359
320 N GALVEZ ST,3677681.429,534594.603
329 N GALVEZ ST,3677541.163,534740.9749
330 N GALVEZ ST,3677700.516,534671.0727
413 N GALVEZ ST,3677658.24,534971.6392
414 N GALVEZ ST,3677849.46,534822.4011
416 N GALVEZ ST,3677884.803,534869.3281
417 N GALVEZ ST,3677674.384,534993.15
423 N GALVEZ ST,3677689.833,535014.1666
424 N GALVEZ ST,3677911.247,534904.6643
428 N GALVEZ ST,3677928.981,534928.2519
429 N GALVEZ ST,3677738.075,535051.742
432 N GALVEZ ST,3677919.495,534972.448
435 N GALVEZ ST,3677743.555,535083.3328
116 N GALVEZ ST,3677175.361,533982.0501
119 N GALVEZ ST,3677028.598,534147.0645
120 N GALVEZ ST,3677234.679,533990.7722
124 N GALVEZ ST,3677251.064,534010.5368
126 N GALVEZ ST,3677263.032,534038.6855
129 N GALVEZ ST,3677075.811,534199.6731
137 N GALVEZ ST,3677101.052,534233.4616
141 N GALVEZ ST,3677118.294,534256.1416
210 N GALVEZ ST,3677384.132,534254.8793
213 N GALVEZ ST,3677221.028,534395.9223
214 N GALVEZ ST,3677423.909,534261.085
218 N GALVEZ ST,3677441.044,534284.2468
221 N GALVEZ ST,3677242.8,534429.4016
214 N JOHNSON ST,3677687.111,534081.8842
217 N JOHNSON ST,3677553.935,534162.8941
219 N JOHNSON ST,3677571.32,534186.0158
225 N JOHNSON ST,3677588.201,534209.1646
319 N JOHNSON ST,3677771.839,534488.8392
321 N JOHNSON ST,3677789.997,534512.567
408 N JOHNSON ST,3678062.212,534665.1208
416 N JOHNSON ST,3678097.246,534664.7021
418 N JOHNSON ST,3678103.85,534689.2309
422 N JOHNSON ST,3678133.412,534708.0997
222 N MIRO ST,3677127.687,534555.1202
211 N GALVEZ ST,3677182.475,534339.9656
320 N TONTI ST,3677099.002,535020.0529
421 N MIRO ST,3677443.5,535215.47
405 N TONTI ST,3677136.823,535295.4263
108 N DERBIGNY ST,3678333.933,533191.3627
130 N DERBIGNY ST,3678321.152,533236.2666
138 N DERBIGNY ST,3678334.638,533254.0951
121 N ROMAN ST,3677879.282,533481.4331
119 N DERBIGNY ST,3678177.698,533283.7994
115 N PRIEUR ST,3677572.746,533776.9853
216 N PRIEUR ST,3677959.325,533873.4238
201 N ROMAN ST,3678063.652,533638.7265
336 N DERBIGNY ST,3678756.843,533808.674
311 N ROMAN ST,3678345.679,533989.0575
315 N GALVEZ ST,3677469.402,534723.4942
301 N GALVEZ ST,3677478.45,534646.6834
401 N GALVEZ ST,3677654.69,534902.2451
419 N JOHNSON ST,3678015.3,534769.5079
415 N JOHNSON ST,3677996.431,534745.4865
419 N PRIEUR ST,3678310.066,534535.3282
310 N ROCHEBLAVE ST,3676744.632,535194.4804
428 N BROAD ST,3676204.997,536110.5161
407 N CLAIBORNE AVE,3679046.584,533862.7635
418 N PRIEUR ST,3678362.883,534471.5373
613 N ROCHEBLAVE ST,3677245.96,536017.3487
127 N D'ORGENOIS ST,3675988.983,535075.2492
635 N PIERCE ST,3672721.104,539731.0228
636 N PIERCE ST,3672855.681,539649.8066
639 N PIERCE ST,3672739.938,539751.0035
640 N PIERCE ST,3672878.44,539670.5226
644 N PIERCE ST,3672898.572,539693.2583
650 N PIERCE ST,3672919.204,539715.6086
651 N PIERCE ST,3672834.314,539778.9738
656 N PIERCE ST,3672940.243,539738.191
658 N PIERCE ST,3672960.062,539762.205
115 N SCOTT ST,3671836.764,538066.047
121 N SCOTT ST,3671851.871,538102.1243
129 N SCOTT ST,3671888.47,538117.0566
133 N SCOTT ST,3671908.174,538142.9707
137 N SCOTT ST,3671926.591,538166.3446
139 N SCOTT ST,3671945.742,538193.7161
214 N SCOTT ST,3672212.039,538227.9836
217 N SCOTT ST,3672068.721,538356.6817
617 N SCOTT ST,3672914.501,539387.7479
619 N SCOTT ST,3672928.444,539412.476
623 N SCOTT ST,3672945.806,539437.6498
627 N SCOTT ST,3672963.818,539461.5212
631 N SCOTT ST,3672981.613,539486.695
204 N PIERCE ST,3671849.78,538407.7138
212 N PIERCE ST,3671868.497,538431.1217
214 N PIERCE ST,3671884.677,538455.5275
614 N PIERCE ST,3672730.871,539535.6979
618 N PIERCE ST,3672758.993,539552.0004
619 N PIERCE ST,3672614.097,539643.4713
622 N PIERCE ST,3672787.044,539570.2562
625 N PIERCE ST,3672654.883,539665.9774
626 N PIERCE ST,3672806.39,539595.4952
627 N PIERCE ST,3672679.401,539684.8774
632 N PIERCE ST,3672832.501,539625.3881
633 N PIERCE ST,3672701.257,539707.806
124 N RENDON ST,3673791.62,536647.5927
125 N RENDON ST,3673656.345,536734.1931
131 N RENDON ST,3673699.219,536747.5904
133 N RENDON ST,3673721.948,536777.3558
207 N RENDON ST,3673805.519,536908.2996
211 N RENDON ST,3673822.701,536931.1522
215 N RENDON ST,3673840.025,536954.068
219 N RENDON ST,3673854.586,536973.5713
220 N RENDON ST,3674016.902,536845.9752
223 N RENDON ST,3673857.971,537003.7037
224 N RENDON ST,3674035.71,536869.7137
314 N RENDON ST,3674246.617,537150.5567
315 N RENDON ST,3674083.162,537277.5278
319 N RENDON ST,3674102.295,537302.9933
322 N RENDON ST,3674247.359,537220.5422
323 N RENDON ST,3674121.531,537328.4562
327 N RENDON ST,3674162.465,537337.2099
331 N RENDON ST,3674181.457,537362.4846
500 N RENDON ST,3674584.323,537624.1413
504 N RENDON ST,3674590.312,537655.4183
508 N RENDON ST,3674621.098,537671.0995
514 N RENDON ST,3674684.696,537719.7551
515 N RENDON ST,3674509.4,537832.4623
117 N SALCEDO ST,3674139.987,536281.6272
119 N SALCEDO ST,3674156.293,536303.2975
125 N SALCEDO ST,3674180.118,536335.1109
211 S SALCEDO ST,3674349.173,536504.8014
212 N SALCEDO ST,3674519.385,536512.6778
213 N SALCEDO ST,3674380.041,536541.4118
215 N SALCEDO ST,3674365.892,536583.1399
216 N SALCEDO ST,3674513.772,536479.4229
217 N SALCEDO ST,3674381.485,536603.8329
320 N SALCEDO ST,3674770.141,536805.3208
326 N SALCEDO ST,3674738.622,536883.0433
515 N SALCEDO ST,3675030.658,537459.3812
520 N SALCEDO ST,3675172.863,537362.7889
522 N SALCEDO ST,3675161.214,537421.8025
614 N SALCEDO ST,3675336.819,537578.9667
615 N SALCEDO ST,3675200.606,537687.1715
616 N SALCEDO ST,3675345.571,537609.9616
619 N SALCEDO ST,3675221.907,537715.6122
622 N SALCEDO ST,3675363.667,537633.8362
623 N SALCEDO ST,3675243.12,537743.8265
701 N SALCEDO ST,3675376.598,537880.1907
707 N SALCEDO ST,3675393.285,537902.5471
709 N SALCEDO ST,3675415.764,537922.5942
715 N SALCEDO ST,3675428.709,537949.6787
635 N SCOTT ST,3672977.222,539589.7792
700 N SCOTT ST,3673168.068,539542.6484
120 N TELEMACHUS ST,3672524.147,537544.349
131 N TELEMACHUS ST,3672416.881,537665.1784
132 N TELEMACHUS ST,3672572.118,537552.346
134 N TELEMACHUS ST,3672592.757,537582.6388
145 N TELEMACHUS ST,3672498.979,537753.3344
212 N TELEMACHUS ST,3672734.762,537805.261
215 N TELEMACHUS ST,3672637.465,537880.2784
219 N TELEMACHUS ST,3672624.209,537927.9403
214 N WHITE ST,3675315.122,535883.0757
218 N WHITE ST,3675333.139,535906.8301
315 N WHITE ST,3675385.167,536283.3189
318 N WHITE ST,3675562.895,536161.8788
319 N WHITE ST,3675404.62,536308.398
322 N WHITE ST,3675530.205,536239.6231
323 N WHITE ST,3675423.842,536333.9388
620 N WHITE ST,3676063.8,536953.7301
632 N WHITE ST,3676186.308,536990.2351
642 N WHITE ST,3676175.27,537081.4361
123 N BROAD ST,3675373.663,535346.5163
201 N BROAD ST,3675531.06,535571.545
207 N BROAD ST,3675550.724,535597.5726
209 N BROAD ST,3675586.652,535607.1924
213 N BROAD ST,3675611.83,535634.3052
217 N BROAD ST,3675619.929,535689.2723
223 N BROAD ST,3675638.419,535714.0037
225 N BROAD ST,3675658.317,535740.6489
233 N BROAD ST,3675678.857,535767.7437
301 N BROAD ST,3675814.178,535871.5956
315 N BROAD ST,3675800.352,535978.5044
321 N BROAD ST,3675827.477,536014.3028
339 N BROAD ST,3675886.781,536070.8948
617 N BROAD ST,3676346.005,536796.7541
211 N GAYOSO ST,3674635.728,536350.1224
215 N GAYOSO ST,3674625.959,536392.1392
217 N GAYOSO ST,3674645.21,536417.5812
314 N GAYOSO ST,3674994.715,536564.0532
315 N GAYOSO ST,3674845.063,536688.5166
317 N GAYOSO ST,3674873.437,536706.9995
318 N GAYOSO ST,3674977.974,536621.474
321 N GAYOSO ST,3674892.752,536732.4432
513 N GAYOSO ST,3675286.498,537283.248
607 N GAYOSO ST,3675454.252,537408.582
609 N GAYOSO ST,3675449.781,537493.5006
619 N GAYOSO ST,3675494.316,537535.1852
700 N GAYOSO ST,3675716.575,537619.7581
117 N GENOIS ST,3672668.565,537440.2908
123 N GENOIS ST,3672721.404,537455.4126
124 N GENOIS ST,3672802.429,537398.5693
128 N GENOIS ST,3672832.382,537443.1747
133 N GENOIS ST,3672742.534,537541.8273
139 N GENOIS ST,3672762.566,537571.6607
212 N GENOIS ST,3673024.634,537605.9528
214 N GENOIS ST,3673044.109,537631.8345
229 N GENOIS ST,3673000.686,537795.7798
625 HAGAN ST,3674516.859,538379.3518
124 N JEFFERSON DAVIS PRKWY,3673530.944,536830.0312
126 N JEFFERSON DAVIS PRKWY,3673509.92,536882.529
130 N JEFFERSON DAVIS PRKWY,3673529.488,536908.309
134 N JEFFERSON DAVIS PRKWY,3673580.896,536924.2034
200 N JEFFERSON DAVIS PRKWY,3673629.288,537008.5229
201 N JEFFERSON DAVIS PRKWY,3673342.326,537227.6731
207 N JEFFERSON DAVIS PRKWY,3673360.105,537251.1586
208 N JEFFERSON DAVIS PRKWY,3673649.874,537036.2787
209 N JEFFERSON DAVIS PRKWY,3673378.079,537275.1115
212 N JEFFERSON DAVIS PRKWY,3673670.293,537064.6456
215 N JEFFERSON DAVIS PRKWY,3673426.599,537283.6388
216 N JEFFERSON DAVIS PRKWY,3673715.193,537071.765
219 N JEFFERSON DAVIS PRKWY,3673414.159,537323.3738
221 N JEFFERSON DAVIS PRKWY,3673432.457,537347.5831
224 N JEFFERSON DAVIS PRKWY,3673734.474,537097.1517
225 N JEFFERSON DAVIS PRKWY,3673450.757,537371.7936
301 N JEFFERSON DAVIS PRKWY,3673333.856,537881.3447
316 N JEFFERSON DAVIS PRKWY,3673913.45,537401.2095
320 N JEFFERSON DAVIS PRKWY,3673976.354,537398.2272
324 N JEFFERSON DAVIS PRKWY,3673951.176,537456.2
328 N JEFFERSON DAVIS PRKWY,3673990.51,537468.6306
332 N JEFFERSON DAVIS PRKWY,3674009.864,537494.4196
501 N JEFFERSON DAVIS PRKWY,3673840.855,538288.3887
118 N LOPEZ ST,3674071.251,536363.1005
125 N LOPEZ ST,3674020.304,536483.0019
128 N LOPEZ ST,3674113.241,536444.4418
132 N LOPEZ ST,3674134.277,536472.367
136 N LOPEZ ST,3674152.202,536496.4619
208 N LOPEZ ST,3674206.642,536610.7813
212 N LOPEZ ST,3674233.3,536646.8746
215 N LOPEZ ST,3674144.449,536749.6254
216 N LOPEZ ST,3674290.147,536656.6416
221 N LOPEZ ST,3674162.699,536773.7399
323 N LOPEZ ST,3674395.54,537098.0868
3123 CONTI ST,3674641.286,537162.8283
430 N LOPEZ ST,3674860.521,537316.2794
500 N LOPEZ ST,3674878.376,537439.7741
